x,y,t,z,f
2.915636301040649414e+00,2.884479284286499023e+00,3.706748485565185547e+00,3.783892869949340820e+00,1.660460948944091797e+00
1.726700425148010254e+00,1.364941243082284927e-02,1.305554956197738647e-01,2.498350143432617188e+00,1.447239398956298828e+00
1.658553957939147949e+00,7.298590540885925293e-01,2.103363513946533203e+00,1.039152860641479492e+00,2.718722105026245117e+00
1.169157147407531738e+00,2.189145326614379883e+00,2.339452981948852539e+00,2.035971879959106445e+00,3.256585121154785156e+00
1.714986681938171387e+00,2.671384334564208984e+00,3.913841724395751953e+00,2.783012866973876953e+00,2.738207817077636719e+00
1.162549018859863281e+00,1.628782868385314941e+00,1.604061961174011230e+00,3.394626379013061523e+00,1.902170419692993164e+00
1.197031974792480469e+00,2.295631647109985352e+00,3.080286264419555664e+00,3.739818572998046875e+00,1.836400866508483887e+00
1.394062876701354980e+00,6.437496542930603027e-01,3.121442556381225586e+00,1.067483067512512207e+00,2.800332546234130859e+00
1.030179485678672791e-01,1.354864716529846191e+00,1.102618098258972168e+00,8.094107508659362793e-01,3.075505971908569336e+00
1.538551449775695801e+00,2.840481519699096680e+00,1.106967329978942871e+00,2.910198688507080078e+00,2.510282039642333984e+00
5.875428915023803711e-01,3.993825912475585938e+00,2.362304925918579102e+00,1.652616262435913086e-01,3.274211406707763672e+00
2.050757169723510742e+00,2.805178463459014893e-01,1.018521547317504883e+00,3.941061496734619141e+00,7.617620229721069336e-01
2.800714015960693359e+00,2.833379030227661133e+00,2.625158548355102539e+00,2.287145376205444336e+00,3.002741575241088867e+00
1.797673344612121582e+00,1.977679014205932617e+00,1.877801537513732910e+00,1.735410332679748535e+00,3.112769603729248047e+00
3.066533803939819336e+00,2.761605739593505859e+00,1.042865872383117676e+00,1.781241297721862793e+00,2.963604927062988281e+00
1.987521767616271973e+00,6.398278474807739258e-01,2.515498638153076172e+00,2.009145498275756836e+00,2.691933631896972656e+00
3.815375566482543945e+00,3.940933465957641602e+00,9.986810684204101562e-01,1.852959990501403809e+00,3.234200239181518555e+00
2.863895893096923828e+00,1.577377915382385254e+00,3.292030096054077148e+00,6.525126695632934570e-01,2.500848293304443359e+00
2.731185674667358398e+00,1.617199778556823730e+00,3.765669822692871094e+00,2.325859785079956055e+00,2.650392293930053711e+00
1.679604053497314453e+00,3.413868904113769531e+00,3.655470371246337891e+00,1.263667583465576172e+00,3.576540946960449219e+00
3.627578258514404297e+00,2.694529294967651367e+00,3.327405929565429688e+00,1.712666273117065430e+00,3.121150970458984375e+00
5.428101420402526855e-01,8.712413311004638672e-01,3.536234617233276367e+00,3.578664302825927734e+00,1.819825053215026855e+00
1.819396764039993286e-02,4.274943768978118896e-01,1.543436884880065918e+00,1.689265012741088867e+00,3.278927803039550781e+00
2.444655656814575195e+00,1.884860277175903320e+00,2.750917434692382812e+00,5.750942230224609375e-01,2.569883584976196289e+00
3.435822010040283203e+00,2.275449991226196289e+00,7.478505373001098633e-01,3.107095003128051758e+00,1.696198225021362305e+00
2.936978816986083984e+00,2.475966453552246094e+00,1.809668242931365967e-01,8.299474120140075684e-01,2.053428649902343750e+00
2.341545343399047852e+00,2.915513515472412109e+00,1.225637078285217285e+00,1.892471075057983398e+00,3.137556314468383789e+00
1.471673846244812012e+00,2.798494815826416016e+00,1.272747814655303955e-01,1.325333237648010254e+00,2.577645063400268555e+00
3.698524951934814453e+00,2.419274330139160156e+00,1.178702950477600098e+00,2.532363176345825195e+00,2.446389675140380859e+00
7.121755741536617279e-03,1.405629992485046387e+00,2.331912279129028320e+00,2.244022607803344727e+00,3.372854471206665039e+00
2.982050657272338867e+00,1.397587591782212257e-03,2.996533393859863281e+00,3.097236394882202148e+00,1.557930588722229004e+00
1.133876085281372070e+00,2.752464532852172852e+00,2.783105134963989258e+00,3.401846647262573242e+00,2.290388107299804688e+00
1.239838480949401855e+00,3.390109539031982422e+00,1.129035592079162598e+00,3.421199083328247070e+00,2.258010387420654297e+00
7.125401496887207031e-01,3.232564687728881836e+00,2.657598495483398438e+00,3.356831073760986328e+00,2.612450599670410156e+00
2.321133852005004883e+00,2.252343177795410156e+00,3.198990583419799805e+00,1.241184353828430176e+00,3.097972631454467773e+00
8.174700140953063965e-01,1.670915484428405762e+00,1.353067755699157715e+00,3.459848403930664062e+00,1.908515453338623047e+00
1.586051225662231445e+00,3.749854564666748047e+00,1.030276298522949219e+00,8.121349662542343140e-02,2.608982801437377930e+00
1.315198302268981934e+00,3.638818264007568359e+00,2.709073066711425781e+00,1.393127679824829102e+00,3.758723020553588867e+00
3.108253717422485352e+00,9.173051714897155762e-01,2.532723546028137207e-01,4.094028472900390625e-01,1.350771307945251465e+00
3.996365547180175781e+00,1.592413187026977539e+00,1.735024005174636841e-01,6.739481687545776367e-01,1.592949867248535156e+00
4.457143545150756836e-01,4.818572998046875000e-01,3.719859123229980469e+00,7.349614500999450684e-01,2.863768577575683594e+00
1.645925998687744141e+00,1.273039221763610840e+00,4.774200022220611572e-01,1.844131827354431152e+00,2.426002740859985352e+00
1.735143661499023438e+00,3.154665827751159668e-01,1.167232036590576172e+00,1.334867238998413086e+00,2.573879957199096680e+00
3.857592105865478516e+00,1.070048689842224121e+00,7.275099754333496094e-01,8.511853814125061035e-01,2.048809289932250977e+00
3.742827892303466797e+00,3.855577468872070312e+00,4.893555939197540283e-01,1.348822593688964844e+00,2.919147491455078125e+00
2.001076221466064453e+00,1.490047693252563477e+00,6.703922748565673828e-01,3.527321577072143555e+00,1.211604356765747070e+00
1.982629179954528809e+00,1.080433577299118042e-01,3.173137903213500977e+00,1.177344202995300293e+00,2.606168508529663086e+00
2.748245954513549805e+00,1.259562015533447266e+00,4.049003720283508301e-01,2.457960844039916992e+00,1.845267891883850098e+00
1.106488466262817383e+00,3.418513774871826172e+00,5.782724544405937195e-02,4.928111433982849121e-01,2.300303936004638672e+00
9.430472850799560547e-01,3.537456512451171875e+00,2.869235754013061523e+00,5.384659171104431152e-01,3.362905502319335938e+00
2.192092180252075195e+00,2.458385944366455078e+00,4.407465159893035889e-01,3.567893266677856445e+00,1.236067652702331543e+00
8.991702795028686523e-01,5.522141978144645691e-02,8.010199666023254395e-01,2.176317930221557617e+00,2.428956985473632812e+00
4.077267646789550781e-01,2.086933851242065430e+00,2.033337831497192383e+00,2.786504983901977539e+00,2.924777507781982422e+00
9.921467304229736328e-01,2.905947923660278320e+00,1.124647911638021469e-02,9.236860275268554688e-01,2.452488899230957031e+00
1.623921036720275879e+00,4.097294807434082031e-01,3.060927867889404297e+00,1.751146793365478516e+00,2.801835298538208008e+00
1.187625288963317871e+00,6.690403223037719727e-01,2.971153020858764648e+00,2.847866535186767578e+00,2.272381305694580078e+00
2.830680131912231445e+00,1.427681326866149902e+00,3.875120639801025391e+00,7.342286873608827591e-03,1.868231058120727539e+00
3.442909002304077148e+00,1.241270184516906738e+00,1.773705720901489258e+00,1.739829301834106445e+00,2.680472850799560547e+00
1.744751095771789551e+00,1.930376291275024414e+00,3.798346281051635742e+00,1.384268045425415039e+00,3.151576280593872070e+00
2.565263509750366211e+00,1.385406374931335449e+00,3.620379924774169922e+00,3.161681890487670898e+00,1.863920331001281738e+00
2.112632513046264648e+00,7.277821004390716553e-02,7.855631709098815918e-01,3.037416219711303711e+00,1.415419459342956543e+00
3.288698911666870117e+00,3.558773279190063477e+00,1.189918398857116699e+00,5.788291692733764648e-01,2.810055732727050781e+00
2.122014522552490234e+00,7.195972800254821777e-01,1.077849030494689941e+00,7.570477128028869629e-01,2.272673130035400391e+00
7.292219996452331543e-01,1.103984713554382324e+00,2.504879951477050781e+00,1.957322120666503906e+00,3.145558834075927734e+00
3.987067461013793945e+00,2.856513977050781250e+00,8.555071949958801270e-01,2.836379706859588623e-01,2.129468441009521484e+00
2.078222274780273438e+00,2.954381942749023438e+00,3.993457555770874023e+00,1.374029994010925293e+00,3.383082151412963867e+00
2.985120773315429688e+00,2.262580633163452148e+00,3.636159420013427734e+00,3.366949796676635742e+00,1.844688057899475098e+00
2.309539794921875000e+00,3.453006982803344727e+00,1.544378697872161865e-01,3.429465293884277344e+00,1.389805436134338379e+00
2.819762706756591797e+00,3.394789457321166992e+00,6.817141175270080566e-01,3.016516864299774170e-01,2.320702314376831055e+00
1.431549191474914551e+00,3.622103691101074219e+00,8.116323947906494141e-01,2.768978595733642578e+00,2.783139228820800781e+00
2.673964016139507294e-02,1.867141723632812500e+00,1.215745806694030762e+00,1.268015742301940918e+00,3.514362335205078125e+00
3.101352691650390625e+00,8.852206468582153320e-01,2.003248929977416992e-01,1.118692278861999512e+00,1.795104384422302246e+00
6.329305469989776611e-02,2.581559181213378906e+00,1.234858393669128418e+00,2.629843235015869141e+00,3.239750862121582031e+00
7.063534259796142578e-01,6.184392571449279785e-01,3.724494457244873047e+00,1.497322440147399902e+00,3.123056650161743164e+00
1.605409741401672363e+00,3.363014459609985352e+00,2.276798188686370850e-01,1.303426504135131836e+00,2.813113212585449219e+00
2.557222127914428711e+00,5.234948992729187012e-01,1.392191529273986816e+00,3.553730726242065430e+00,1.164823651313781738e+00
8.121527433395385742e-01,3.910428285598754883e+00,2.269840240478515625e+00,3.836606144905090332e-01,3.373629808425903320e+00
2.435347318649291992e+00,1.044606208801269531e+00,1.842731714248657227e+00,3.811748266220092773e+00,1.149601936340332031e+00
3.764665842056274414e+00,7.251837849617004395e-01,2.687674999237060547e+00,1.544136285781860352e+00,2.591328382492065430e+00
2.151398420333862305e+00,2.327796220779418945e+00,3.566277503967285156e+00,3.891051188111305237e-02,2.241740465164184570e+00
1.769644498825073242e+00,2.438786983489990234e+00,2.485280513763427734e+00,2.735893964767456055e+00,2.689086198806762695e+00
2.664547443389892578e+00,3.757431745529174805e+00,1.932569742202758789e-01,1.168304562568664551e+00,2.678695201873779297e+00
2.882180452346801758e+00,1.637914061546325684e+00,1.372062802314758301e+00,2.585738897323608398e+00,2.316951990127563477e+00
1.938410878181457520e+00,9.373794198036193848e-01,3.299643516540527344e+00,1.602739930152893066e+00,2.874249935150146484e+00
2.357094526290893555e+00,8.646874874830245972e-02,1.722422122955322266e+00,2.519976854324340820e+00,2.138819456100463867e+00
2.177728891372680664e+00,3.599942207336425781e+00,3.683065652847290039e+00,6.724309176206588745e-02,2.655138969421386719e+00
2.535156011581420898e+00,2.752623856067657471e-01,2.289937257766723633e+00,1.755712032318115234e+00,2.593874454498291016e+00
2.018617868423461914e+00,6.503306031227111816e-01,1.423527151346206665e-01,7.845870852470397949e-01,1.644050836563110352e+00
1.693379640579223633e+00,8.353303670883178711e-01,1.743174552917480469e+00,2.568028688430786133e+00,2.386159181594848633e+00
2.962766885757446289e+00,3.972305774688720703e+00,2.539471149444580078e+00,6.397824883460998535e-01,3.186660528182983398e+00
3.870079278945922852e+00,3.712202548980712891e+00,3.575351715087890625e+00,6.308664083480834961e-01,3.021765232086181641e+00
1.515415430068969727e+00,5.858082175254821777e-01,3.785176992416381836e+00,2.657110214233398438e+00,2.350616216659545898e+00
3.257918119430541992e+00,3.197218656539916992e+00,3.011347293853759766e+00,3.217494964599609375e+00,2.239924669265747070e+00
2.782889127731323242e+00,1.295348644256591797e+00,8.763313293457031250e-01,1.629517316818237305e+00,2.536975383758544922e+00
3.279970169067382812e+00,2.827865123748779297e+00,2.850161790847778320e-01,3.856935024261474609e+00,8.264417648315429688e-01
3.909326553344726562e+00,1.050698637962341309e+00,3.235455274581909180e+00,3.173602581024169922e+00,1.631722450256347656e+00
2.372259140014648438e+00,3.277058601379394531e+00,8.609931170940399170e-02,1.623295068740844727e+00,2.539434194564819336e+00
3.063583135604858398e+00,1.006218433380126953e+00,1.271333456039428711e+00,3.230794906616210938e+00,1.495727777481079102e+00
1.327000617980957031e+00,3.693013668060302734e+00,2.078094720840454102e+00,2.951964616775512695e+00,2.955503940582275391e+00
3.375736713409423828e+00,3.576079607009887695e+00,1.246038794517517090e+00,1.767673373222351074e+00,3.257667064666748047e+00
3.549919128417968750e-01,3.499586820602416992e+00,3.068889141082763672e+00,3.514133453369140625e+00,2.689356088638305664e+00
2.005041390657424927e-01,1.012829184532165527e+00,2.300997495651245117e+00,2.518865466117858887e-01,2.650067090988159180e+00
2.502124309539794922e+00,2.526608228683471680e+00,2.372890472412109375e+00,1.162583827972412109e+00,3.107859373092651367e+00
3.278818428516387939e-01,2.470892906188964844e+00,1.633535146713256836e+00,9.493428468704223633e-01,3.493152141571044922e+00
2.131526708602905273e+00,2.399556159973144531e+00,3.411593914031982422e+00,2.615778207778930664e+00,2.728257656097412109e+00
2.094341993331909180e+00,2.172416925430297852e+00,2.387809514999389648e+00,2.389975339174270630e-01,2.390123367309570312e+00
3.492327690124511719e+00,8.975613117218017578e-02,2.090353727340698242e+00,2.749047279357910156e+00,1.838127732276916504e+00
5.720308423042297363e-01,3.697607994079589844e+00,7.658945918083190918e-01,2.454878330230712891e+00,3.314099073410034180e+00
1.042479425668716431e-01,2.033015966415405273e+00,1.006497186608612537e-03,3.148182630538940430e+00,1.723859071731567383e+00
1.517171859741210938e-01,3.986056327819824219e+00,2.041678667068481445e+00,1.560279011726379395e+00,4.273011207580566406e+00
3.087713718414306641e+00,2.681497573852539062e+00,3.413056135177612305e-01,1.770667314529418945e+00,2.489138603210449219e+00
1.208795547485351562e+00,1.141987085342407227e+00,3.352052688598632812e+00,3.516972064971923828e-01,2.435849905014038086e+00
6.470822691917419434e-01,6.761545538902282715e-01,3.922248363494873047e+00,2.104588031768798828e+00,3.021176815032958984e+00
1.049221873283386230e+00,2.360235929489135742e+00,5.644691586494445801e-01,1.484749436378479004e+00,2.972072839736938477e+00
2.483284473419189453e+00,3.818464517593383789e+00,3.440777063369750977e+00,1.915263772010803223e+00,3.551972627639770508e+00
9.047522544860839844e-01,3.886745870113372803e-01,1.361829161643981934e+00,1.864015460014343262e+00,2.844150304794311523e+00
3.695369958877563477e+00,3.218342065811157227e+00,1.688774704933166504e+00,2.112843990325927734e+00,3.079317331314086914e+00
1.961017966270446777e+00,3.925770044326782227e+00,1.788749575614929199e+00,3.899935245513916016e+00,1.992287874221801758e+00
1.072242617607116699e+00,3.981875419616699219e+00,2.674715995788574219e+00,3.801921844482421875e+00,2.340051889419555664e+00
2.366826534271240234e+00,1.161037206649780273e+00,2.523958206176757812e+00,2.504349708557128906e+00,2.440526008605957031e+00
3.360882520675659180e+00,1.080420494079589844e+00,3.870537519454956055e+00,1.921322822570800781e+00,2.657012939453125000e+00
3.545097351074218750e+00,2.240421772003173828e+00,1.802803635597229004e+00,3.890517354011535645e-01,2.334737777709960938e+00
1.907304883003234863e+00,2.662736892700195312e+00,9.603051096200942993e-02,2.022222429513931274e-01,1.643176317214965820e+00
1.245283603668212891e+00,2.728648900985717773e+00,7.143008708953857422e-01,1.733350008726119995e-01,2.303294897079467773e+00
7.605649232864379883e-01,1.269405245780944824e+00,3.654403090476989746e-01,3.591762304306030273e+00,1.177462697029113770e+00
1.858392715454101562e+00,2.199136018753051758e+00,7.996106147766113281e-01,2.474751472473144531e+00,2.503928661346435547e+00
3.016253232955932617e+00,1.383486628532409668e+00,1.913921236991882324e+00,4.781707227230072021e-01,2.246540069580078125e+00
3.009110212326049805e+00,1.959902882575988770e+00,1.070446848869323730e+00,1.040198802947998047e+00,2.634312391281127930e+00
8.673968911170959473e-01,2.629462480545043945e-01,3.223962306976318359e+00,3.967277407646179199e-01,2.378465890884399414e+00
1.252524614334106445e+00,1.819737553596496582e+00,1.586553573608398438e+00,2.622768163681030273e+00,2.671976327896118164e+00
8.054531216621398926e-01,3.327576160430908203e+00,5.680279731750488281e-01,2.276609182357788086e+00,3.108962774276733398e+00
2.250572204589843750e+00,2.429717779159545898e+00,2.628622651100158691e-01,1.584517210721969604e-01,1.632107496261596680e+00
1.183878421783447266e+00,6.024937629699707031e-01,1.680082440376281738e+00,3.343267202377319336e+00,1.706703782081604004e+00
4.706780910491943359e-01,1.809586405754089355e+00,9.549089074134826660e-01,1.200417637825012207e+00,3.183665275573730469e+00
3.749082326889038086e+00,8.285754919052124023e-01,1.117708802223205566e+00,3.081564903259277344e+00,1.492718219757080078e+00
2.430499792098999023e+00,1.249615922570228577e-01,1.058724761009216309e+00,4.246929287910461426e-01,1.812304019927978516e+00
2.649497270584106445e+00,2.383320331573486328e+00,1.169087409973144531e+00,3.201669454574584961e+00,1.909165978431701660e+00
1.276234149932861328e+00,2.539569854736328125e+00,2.404454231262207031e+00,2.855556249618530273e+00,2.719113826751708984e+00
2.694377303123474121e-01,8.726953268051147461e-01,2.307210922241210938e+00,2.231214523315429688e+00,3.126917362213134766e+00
2.467588424682617188e+00,1.283052563667297363e+00,1.521510124206542969e+00,1.083347320556640625e+00,2.666003704071044922e+00
1.918389201164245605e+00,1.656240582466125488e+00,2.253629922866821289e+00,2.661970853805541992e-01,2.302732229232788086e+00
1.010498166084289551e+00,2.312613725662231445e+00,3.937879800796508789e+00,3.676898479461669922e+00,1.951516032218933105e+00
3.831615924835205078e+00,3.402749300003051758e+00,1.575904965400695801e+00,2.055580854415893555e+00,3.139291524887084961e+00
3.599814653396606445e+00,1.394149512052536011e-01,1.337700486183166504e+00,2.343798428773880005e-02,1.381287693977355957e+00
3.589445590972900391e+00,8.209665417671203613e-01,8.408045768737792969e-01,9.788293242454528809e-01,2.153013229370117188e+00
7.567619681358337402e-01,1.688623905181884766e+00,1.490502953529357910e+00,2.298622131347656250e+00,3.021857976913452148e+00
3.074303150177001953e+00,3.035665273666381836e+00,1.908259987831115723e+00,3.496220111846923828e+00,1.898955106735229492e+00
5.234254002571105957e-01,2.372750520706176758e+00,2.607251405715942383e+00,2.358461856842041016e+00,3.340725898742675781e+00
2.961336970329284668e-01,1.720306396484375000e+00,9.919762015342712402e-01,1.033776402473449707e-01,2.419036149978637695e+00
3.186568975448608398e+00,1.950255870819091797e+00,1.202690720558166504e+00,2.958321332931518555e+00,1.977391719818115234e+00
1.780825257301330566e+00,2.645392894744873047e+00,1.630028128623962402e+00,1.425799131393432617e+00,3.282165765762329102e+00
6.935694813728332520e-01,1.446827650070190430e-01,1.334490180015563965e+00,7.048405408859252930e-01,2.547714710235595703e+00
2.854772090911865234e+00,2.573632478713989258e+00,8.961303830146789551e-01,2.399621486663818359e+00,2.564964532852172852e+00
1.337293624877929688e+00,4.386905431747436523e-01,3.187847137451171875e+00,2.040334463119506836e+00,2.785509109497070312e+00
6.230485439300537109e-01,3.020984888076782227e+00,2.947934627532958984e+00,1.186782121658325195e+00,3.723751306533813477e+00
2.109310150146484375e+00,1.758010029792785645e+00,1.608737468719482422e+00,1.639935493469238281e+00,2.974224805831909180e+00
1.800150156021118164e+00,3.358805656433105469e+00,3.886151790618896484e+00,1.610146999359130859e+00,3.580290555953979492e+00
4.739755094051361084e-01,1.707895874977111816e+00,1.991827607154846191e+00,3.126218795776367188e+00,2.459784030914306641e+00
1.550336122512817383e+00,2.232861518859863281e+00,3.436329364776611328e+00,3.249860525131225586e+00,2.186785459518432617e+00
9.207501411437988281e-01,8.928548097610473633e-01,3.336608886718750000e+00,1.402556657791137695e+00,3.101980447769165039e+00
2.691161155700683594e+00,1.876394510269165039e+00,1.956463098526000977e+00,1.277408123016357422e+00,2.915726900100708008e+00
2.765768766403198242e+00,2.868118762969970703e+00,2.620738744735717773e+00,1.253901481628417969e+00,3.213523149490356445e+00
3.967410087585449219e+00,1.728213787078857422e+00,7.394181489944458008e-01,3.253122568130493164e-01,1.783328413963317871e+00
9.772775173187255859e-01,2.444103717803955078e+00,3.929313182830810547e+00,2.062681913375854492e+00,3.391097784042358398e+00
3.774835109710693359e+00,3.510118007659912109e+00,2.585118293762207031e+00,9.858830571174621582e-01,3.197585582733154297e+00
1.485375642776489258e+00,7.765316963195800781e-01,6.891171932220458984e-01,2.188895463943481445e+00,2.348694801330566406e+00
3.971201181411743164e+00,1.528121352195739746e+00,3.863496184349060059e-01,1.054418087005615234e+00,2.019885301589965820e+00
3.312109708786010742e-01,3.176870107650756836e+00,2.437413781881332397e-01,3.820261001586914062e+00,1.576743602752685547e+00
1.850036859512329102e+00,2.804367542266845703e+00,3.858934879302978516e+00,2.935943841934204102e+00,2.603532791137695312e+00
1.593897461891174316e+00,1.032311797142028809e+00,2.785238265991210938e+00,1.294663101434707642e-01,2.092991828918457031e+00
1.508211255073547363e+00,3.411712497472763062e-02,5.320867300033569336e-01,3.471091747283935547e+00,9.338306188583374023e-01
3.239731788635253906e+00,3.877214431762695312e+00,3.393306970596313477e+00,2.268238782882690430e+00,3.305364847183227539e+00
2.407111883163452148e+00,1.223731517791748047e+00,9.637771248817443848e-01,1.500127315521240234e-01,1.763082265853881836e+00
3.146890163421630859e+00,1.341634154319763184e+00,5.164512395858764648e-01,4.548688828945159912e-01,1.718680381774902344e+00
2.447534203529357910e-01,1.891451001167297363e+00,2.107756137847900391e+00,2.631826102733612061e-01,2.857214927673339844e+00
3.881119728088378906e+00,2.662889659404754639e-01,1.142809391021728516e+00,1.591117978096008301e+00,2.306597471237182617e+00
1.438613057136535645e+00,3.484718084335327148e+00,3.502041339874267578e+00,6.061707735061645508e-01,3.270516633987426758e+00
3.394978761672973633e+00,2.927044630050659180e+00,2.470295906066894531e+00,3.968684434890747070e+00,1.473909378051757812e+00
1.990584135055541992e-01,7.422178387641906738e-01,3.273203596472740173e-02,2.025751590728759766e+00,2.288832902908325195e+00
3.956413745880126953e+00,1.736243605613708496e+00,2.085384607315063477e+00,7.952503561973571777e-01,2.521457433700561523e+00
3.214373111724853516e+00,2.412326097488403320e+00,5.260375738143920898e-01,2.882233858108520508e+00,1.827003359794616699e+00
3.838526487350463867e+00,3.720911979675292969e+00,1.696824431419372559e+00,3.698515295982360840e-01,2.735113620758056641e+00
9.449125528335571289e-01,1.077580928802490234e+00,4.235856831073760986e-01,3.607334792613983154e-01,1.908085823059082031e+00
3.947385072708129883e+00,1.943648457527160645e+00,1.481792449951171875e+00,2.141427993774414062e+00,2.637908935546875000e+00
2.264384031295776367e+00,4.641230702400207520e-01,2.715178966522216797e+00,2.232737302780151367e+00,2.492675542831420898e+00
2.245143651962280273e+00,3.117802858352661133e+00,1.826158642768859863e+00,3.747529268264770508e+00,1.805050611495971680e+00
3.879802465438842773e+00,6.121016666293144226e-02,3.351930856704711914e+00,3.701527595520019531e+00,9.156019091606140137e-01
2.362584769725799561e-01,3.205104351043701172e+00,2.547806739807128906e+00,1.951764225959777832e+00,3.931637287139892578e+00
2.216408729553222656e+00,7.743111252784729004e-01,1.567327022552490234e+00,1.195151567459106445e+00,2.636975049972534180e+00
1.063162367790937424e-02,1.317432999610900879e+00,1.776676297187805176e+00,3.854763746261596680e+00,1.875751495361328125e+00
1.878623962402343750e+00,1.329250931739807129e+00,2.452406883239746094e+00,1.227521777153015137e+00,2.911768674850463867e+00
3.858576714992523193e-01,3.812195777893066406e+00,2.912876367568969727e+00,6.942088007926940918e-01,3.780233383178710938e+00
2.156083583831787109e+00,2.110640764236450195e+00,1.750096559524536133e+00,3.443092823028564453e+00,1.786539316177368164e+00
3.787184000015258789e+00,2.156949520111083984e+00,3.079926729202270508e+00,1.884413361549377441e+00,2.912373065948486328e+00
2.493842124938964844e+00,3.600377738475799561e-01,3.675372362136840820e+00,1.049145683646202087e-01,1.758572101593017578e+00
4.904699921607971191e-01,3.159268617630004883e+00,2.940074443817138672e+00,2.016402244567871094e+00,3.791897296905517578e+00
6.357491016387939453e-01,2.166868925094604492e+00,1.297900199890136719e+00,1.705775976181030273e+00,3.397407054901123047e+00
3.634123802185058594e+00,2.402714252471923828e+00,1.051928997039794922e-01,2.820557355880737305e+00,1.467821002006530762e+00
3.565277338027954102e+00,1.504835128784179688e+00,3.695313930511474609e+00,1.312247157096862793e+00,2.772459506988525391e+00
1.046572804450988770e+00,3.869325399398803711e+00,2.977585077285766602e+00,4.470006823539733887e-01,3.360265731811523438e+00
2.509016990661621094e+00,2.786809444427490234e+00,7.093552947044372559e-01,2.537240266799926758e+00,2.462120056152343750e+00
3.421644687652587891e+00,6.992813944816589355e-01,5.811790227890014648e-01,1.151122689247131348e+00,2.060212612152099609e+00
1.933772563934326172e+00,9.054707288742065430e-01,6.454644799232482910e-01,5.652375221252441406e-01,1.975040435791015625e+00
2.272891521453857422e+00,2.776674032211303711e+00,8.354076743125915527e-01,3.375116825103759766e+00,1.768270254135131836e+00
6.779263019561767578e-01,2.993667840957641602e+00,3.956966161727905273e+00,1.896574258804321289e+00,3.720516204833984375e+00
9.889665246009826660e-01,3.568103790283203125e+00,3.250755548477172852e+00,1.965770006179809570e+00,3.772223472595214844e+00
1.443622469902038574e+00,3.935973346233367920e-01,2.222014427185058594e+00,3.045638084411621094e+00,1.933416485786437988e+00
5.266867950558662415e-02,8.610970377922058105e-01,2.856484174728393555e+00,9.708226919174194336e-01,3.272899627685546875e+00
1.459281206130981445e+00,1.304426074028015137e+00,1.487843096256256104e-01,1.225104033946990967e-01,1.339666247367858887e+00
3.826515972614288330e-01,3.545329093933105469e+00,3.381374835968017578e+00,3.196175098419189453e+00,3.003986835479736328e+00
1.311780333518981934e+00,1.348249912261962891e-01,2.894850373268127441e-01,3.754593849182128906e+00,5.457916259765625000e-01
2.031960487365722656e+00,1.681905984878540039e+00,1.754985451698303223e+00,8.804160952568054199e-01,2.760060310363769531e+00
2.085564285516738892e-01,2.100625753402709961e+00,3.831108808517456055e-01,2.876643896102905273e+00,2.327285289764404297e+00
1.328254640102386475e-01,2.307999849319458008e+00,5.980058312416076660e-01,3.773390054702758789e+00,1.738480329513549805e+00
2.703487873077392578e+00,1.569980740547180176e+00,1.389765262603759766e+00,7.465534210205078125e-01,2.476671457290649414e+00
1.293786168098449707e+00,1.025269150733947754e+00,9.260940551757812500e-01,2.007035255432128906e+00,2.677864074707031250e+00
3.457751989364624023e+00,8.141753077507019043e-01,4.546034932136535645e-01,1.971432328224182129e+00,1.993154287338256836e+00
8.875002861022949219e-01,1.475531935691833496e+00,2.495853185653686523e+00,1.292572855949401855e+00,3.220853805541992188e+00
2.660677671432495117e+00,3.135316371917724609e+00,3.023343324661254883e+00,1.379303693771362305e+00,3.346526861190795898e+00
1.767966985702514648e+00,1.410146236419677734e+00,6.210515499114990234e-01,3.765897512435913086e+00,9.948906898498535156e-01
2.616391658782958984e+00,3.919821023941040039e+00,1.442984342575073242e+00,1.671857118606567383e+00,3.516790866851806641e+00
2.084944009780883789e+00,3.414995372295379639e-01,1.895357251167297363e+00,4.017344713211059570e-01,2.063213348388671875e+00
1.451425075531005859e+00,1.847381353378295898e+00,1.664182662963867188e+00,3.839113950729370117e+00,1.501819133758544922e+00
3.324063301086425781e+00,1.423755884170532227e+00,2.140753507614135742e+00,1.596067428588867188e+00,2.780070781707763672e+00
3.793149471282958984e+00,2.505796253681182861e-01,9.091817736625671387e-01,3.414525508880615234e+00,9.457825422286987305e-01
8.763825148344039917e-02,1.925371885299682617e+00,2.234973907470703125e-01,1.905927509069442749e-01,2.117016792297363281e+00
3.162794113159179688e+00,2.558387517929077148e+00,6.130086779594421387e-01,1.447943329811096191e+00,2.674781084060668945e+00
3.192698478698730469e+00,2.593273162841796875e+00,2.151242971420288086e+00,6.425234675407409668e-01,2.715817213058471680e+00
5.640656948089599609e-01,3.049424886703491211e+00,7.825700640678405762e-01,5.455916374921798706e-02,2.541471242904663086e+00
2.376368045806884766e+00,2.966333866119384766e+00,4.605200588703155518e-01,9.186621904373168945e-01,2.583021879196166992e+00
1.701400160789489746e+00,1.989356398582458496e+00,2.803138256072998047e+00,8.357669711112976074e-01,2.929769515991210938e+00
2.296345710754394531e+00,3.609537363052368164e+00,2.322052478790283203e+00,1.213626265525817871e+00,3.490768909454345703e+00
2.317577123641967773e+00,2.148339986801147461e+00,9.365306794643402100e-02,2.638513803482055664e+00,1.701786398887634277e+00
